cap.shape,cap.surface,cap.color,bruises,odor,gill.attachment,gill.spacing,gill.size,gill.color,stalk.shape,stalk.root,stalk.surface.above.ring,stalk.surface.below.ring,stalk.color.above.ring,stalk.color.below.ring,veil.type,veil.color,ring.number,ring.type,spore.print.color,population,habitat,Id,poisonous
x,s,e,False,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,5209,1
x,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,o,c,l,3514,0
k,s,n,False,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,6351,1
x,y,e,True,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,5372,0
x,y,w,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,2394,0
b,y,n,False,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d,6108,0
f,s,n,True,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,948,0
f,f,e,True,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,2273,0
x,f,p,False,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,796,1
f,y,g,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,2333,1
x,f,g,False,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,2847,1
x,f,g,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,d,572,1
b,s,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,1976,0
x,s,e,False,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,5492,1
x,y,g,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d,1807,1
f,s,b,True,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,u,6963,1
x,s,e,False,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,2001,1
f,y,n,False,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,702,1
k,y,e,False,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,2918,1
x,s,n,False,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,670,1
k,y,e,False,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,2267,1
x,f,w,False,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,7514,0
f,f,n,False,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,169,0
f,f,w,False,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,4890,0
x,y,y,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d,6667,1
x,f,e,True,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,6947,0
f,y,b,True,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,4352,0
f,y,n,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,5701,1
s,f,g,False,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u,4072,0
x,f,e,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,4525,0
x,f,y,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,5894,1
x,s,w,False,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,3602,1
f,s,n,False,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,b,c,l,7095,0
f,s,e,False,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1536,1
f,s,b,True,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,u,2194,1
f,y,y,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,811,1
x,s,e,False,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,931,1
b,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,c,l,6075,0
f,y,e,True,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,7376,0
b,y,w,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,8103,0
x,f,g,False,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,5250,0
f,f,e,True,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,6654,0
f,y,g,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g,5794,1
k,y,n,False,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,7286,1
f,y,b,True,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,2203,0
b,s,g,False,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,60,0
x,y,y,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,6211,0
x,s,n,False,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,7287,1
x,y,n,False,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,6055,1
x,y,n,False,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,7406,1
f,s,n,False,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,2779,1
f,f,g,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p,1125,1
x,f,g,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p,2719,1
x,s,n,False,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,3083,0
f,f,g,True,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,3959,0
k,s,n,False,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,4380,1
f,y,w,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,6086,1
k,s,e,True,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,96,0
k,f,w,False,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,889,0
x,s,e,False,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,7610,1
x,s,e,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,1317,1
k,y,e,False,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1510,1
x,s,n,False,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,o,v,l,7431,0
x,f,n,True,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,6409,0
f,s,n,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,3448,1
f,y,e,True,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,1235,0
x,y,e,False,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,5357,1
x,y,g,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d,5498,1
x,f,n,False,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,1991,0
x,s,w,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,6910,0
f,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,n,c,l,3087,0
x,s,e,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,6418,1
k,y,e,False,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,5955,1
x,f,g,True,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,7321,0
x,f,g,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p,812,1
x,y,e,False,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,6457,1
f,f,e,True,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d,2876,0
f,y,e,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,5004,0
k,y,n,False,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,2087,1
f,y,g,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,4215,0
f,y,n,True,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p,4477,0
x,y,g,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p,2823,1
x,f,n,True,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,1257,0
x,f,g,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g,5661,1
f,s,g,True,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,s,u,985,1
f,f,y,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g,6023,1
f,f,n,True,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,2059,0
f,y,e,False,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,5123,1
x,f,n,True,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d,4444,0
k,y,e,False,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,6569,1
k,f,w,False,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,1812,0
f,f,g,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,1922,0
f,y,g,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d,7017,1
f,f,g,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g,7992,1
f,y,e,True,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,1083,0
x,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,n,v,l,4869,0
f,y,n,True,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,4423,0
b,s,w,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,686,0
x,y,e,False,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,1402,1
x,s,w,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,569,1
x,f,g,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g,5817,1
x,y,y,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g,5953,1
x,y,e,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,4008,1
x,y,e,False,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,8024,1
k,f,g,False,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,2794,0
f,y,e,False,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,292,1
x,f,p,False,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,2162,1
x,s,g,False,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,5121,1
x,f,g,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,3757,0
x,y,n,True,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d,679,0
f,s,n,False,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,524,1
x,f,p,False,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d,6145,1
x,f,n,False,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,5605,0
f,y,n,True,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,3731,0
k,s,n,False,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1935,1
f,s,w,True,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,u,5531,1
x,f,y,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d,3919,1
x,y,w,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,4897,1
f,s,n,False,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,586,1
f,s,n,False,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,o,c,l,6284,0
x,f,g,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,1940,1
x,y,n,False,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,6960,1
f,f,e,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,7019,0
f,s,n,False,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,2980,0
x,y,n,False,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,2546,1
x,y,g,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g,1851,1
f,f,g,False,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,7691,0
b,s,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,916,0
f,y,e,True,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,6796,0
f,s,w,True,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,g,7764,1
x,y,g,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p,5089,1
f,y,g,True,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,2646,0
x,f,n,False,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,382,0
f,y,y,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g,2227,1
k,s,e,False,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,2289,1
f,s,n,False,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,1206,0
x,f,w,False,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,4940,0
b,y,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,2723,0
f,y,n,True,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d,2893,0
f,s,n,False,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,4129,1
b,y,w,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g,5920,0
x,f,y,False,n,f,c,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,7530,1
b,y,y,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,6973,0
x,f,y,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p,4983,1
f,y,p,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,2532,1
f,y,n,True,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d,3964,0
k,s,e,False,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,7432,1
f,y,g,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,2897,1
x,f,w,False,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,4978,0
f,f,e,True,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,5627,0
f,y,n,False,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,2838,1
x,f,n,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,2613,0
x,f,g,False,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,4973,0
f,s,n,False,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,3895,0
b,y,y,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,666,0
x,y,g,False,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p,5593,1
x,y,e,False,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,7411,1
k,s,n,False,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,5559,1
f,y,e,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,4854,0
f,y,e,False,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,4585,1
x,s,e,False,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,1888,1
f,s,y,True,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,1055,0
x,y,e,True,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d,4746,0
f,y,b,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,6854,1
f,y,w,False,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,y,d,6546,0
f,f,g,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,1968,1
x,s,b,True,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,u,3677,1
x,y,w,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,g,5862,1
f,s,e,True,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,3612,0
x,y,y,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g,6237,1
x,s,n,False,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,5745,1
f,s,g,False,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,6666,0
b,s,g,False,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g,6429,0
x,y,e,True,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,5020,0
x,f,g,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d,127,1
x,f,e,True,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,4881,0
x,y,n,True,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d,6465,0
f,f,g,True,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d,1611,0
f,y,y,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g,4468,1
x,y,y,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,1122,0
f,y,y,True,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g,6268,0
x,y,n,True,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p,5445,0
f,f,n,False,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,5396,0
x,f,g,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d,3873,1
f,y,e,False,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,3958,1
x,y,g,True,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,3431,0
x,s,w,True,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,u,3383,1
x,y,w,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,5348,0
k,y,e,False,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,2260,1
s,f,n,False,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,2073,0
f,s,n,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,2961,0
f,y,g,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p,3229,1
f,f,e,True,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d,6679,0
x,s,p,False,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,7136,1
f,y,n,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,575,0
f,f,g,True,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,2530,0
f,y,g,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,460,1
f,s,n,False,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,6118,0
k,s,n,False,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,4590,1
f,s,e,False,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,3004,1
k,y,e,False,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,2638,1
f,y,n,True,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p,3413,0
k,s,n,False,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,120,1
f,y,e,False,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,2071,1
f,s,n,True,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,4457,0
k,s,n,False,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,5321,1
f,y,e,True,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d,6793,0
b,y,w,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,5859,0
f,y,e,True,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,6552,0
x,f,n,False,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,3588,0
f,f,e,True,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d,1715,0
x,s,e,True,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,5998,0
x,f,w,False,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,n,g,6293,0
x,y,n,True,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,3793,0
f,f,y,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,2542,1
f,f,e,True,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,6603,0
x,s,y,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,1948,0
x,s,n,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,3076,1
f,s,w,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g,2536,1
x,f,g,True,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,4699,0
f,y,e,True,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,4236,0
f,f,n,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,6669,0
f,y,e,True,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,450,0
x,s,y,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,6289,0
x,f,y,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p,3864,1
f,y,w,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u,1182,1
x,s,n,False,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,1401,1
f,y,e,False,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,3587,1
x,f,g,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p,5567,1
x,y,g,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p,3418,1
f,f,y,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,3569,1
f,s,n,False,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,n,v,l,3249,0
f,f,g,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d,1920,1
k,y,b,True,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,7396,0
f,s,g,False,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,15,0
b,y,b,True,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g,4517,1
x,y,e,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,4429,0
k,y,e,False,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,3263,1
f,y,w,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g,3380,1
f,f,y,False,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d,4056,1
f,s,w,False,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,3838,0
f,y,y,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p,197,1
b,s,g,False,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g,7474,0
f,f,g,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p,2634,1
f,f,g,True,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,4466,0
f,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,y,c,l,5841,0
k,s,n,False,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1649,1
x,y,e,False,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,4139,1
x,s,e,False,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,6857,1
x,f,n,True,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,3580,0
k,s,e,False,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,7495,1
k,s,e,False,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,6456,1
f,f,n,True,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,1326,0
k,s,w,False,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,1300,0
f,y,e,True,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,4408,0
x,s,g,True,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g,4269,1
f,f,e,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,537,0
f,y,g,True,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,5222,0
b,s,b,True,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,3678,1
x,f,e,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,6935,0
f,y,g,True,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,238,0
f,y,e,False,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,1196,1
x,s,n,False,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,3713,1
f,y,e,False,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,6194,1
x,s,w,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,2611,0
x,y,e,True,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,2075,0
f,y,g,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g,7557,1
f,s,n,False,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,7539,1
k,y,e,False,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,2516,1
f,f,g,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,5127,0
f,y,w,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,g,4725,1
f,f,e,True,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,3660,0
f,f,g,False,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,2397,0
f,y,n,False,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,5463,1
b,s,y,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,6153,0
x,s,w,False,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g,4109,0
f,s,b,True,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,g,7292,1
x,y,w,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,6771,0
f,f,g,True,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,767,0
x,y,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,7644,0
f,y,y,True,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p,2198,0
k,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,v,l,1762,0
b,s,w,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m,2434,1
